student_id,age,household_income,finance_class,personal_savings
111,18.273959112174825,43750.7161245808,First Semester,1253.684282051483
112,21.8238929666751,59571.64274192481,No Class,952.575002709877
113,15.146351875132508,74244.89141161533,No Class,825.6150133120519
114,19.833314103426382,40840.20756313208,No Class,799.2004609184518
115,21.558221611830387,60576.64170942975,No Class,949.6298569020603
116,20.903460086500143,58251.497277682836,First Semester,1290.0354486080985
117,20.31702858244683,49298.057756946415,First Semester,1517.9112072686903
118,18.07788197508387,45463.53625942986,First Semester,1246.2593104484795
119,17.450886961899254,65753.07706837484,No Class,852.2919941988519
120,16.92761362818526,29945.42181763753,No Class,657.5555179337455
121,20.35293979130038,43568.05208406337,No Class,828.4284541593281
122,17.157576157445593,35631.56556342224,Second Semester,1081.1932994191197
123,18.528327668897994,63953.13438946077,No Class,875.6155020142437
124,19.23172342340526,48092.96567355143,Second Semester,1228.2551523888474
125,25.53158601569662,44753.288005303286,No Class,989.714020497415
126,18.044150294913624,81840.44474066328,Second Semester,1537.7662488020692
127,20.70615971685457,49499.62732112372,Second Semester,1555.5838621616645
128,20.23388254869113,45562.50688133476,Second Semester,1322.4021604861837
129,17.114430097609613,52998.652501361445,First Semester,1289.129046172727
130,19.786075741629205,34315.75379245031,Second Semester,1170.3075352056173
131,24.333652575270047,54903.02642672067,Second Semester,1636.1891804646232
132,21.354512159237643,49038.367989200335,No Class,885.827204723131
133,20.12369876597882,54685.25122530146,First Semester,1449.4029117404689
134,18.732509502981124,40176.29364062146,First Semester,1029.9314070067878
135,13.840258335378454,39770.161578520565,No Class,614.0585579539564
136,23.394011640242525,43065.85336723815,No Class,917.1496160434665
137,15.618079787225534,42320.10426907218,First Semester,1115.6196603803744
138,22.219842532632004,62990.499666835894,No Class,981.5477743131396
139,25.72731070765245,65791.4556180809,First Semester,1577.3648498858252
140,15.668320517084602,48431.080469609326,Second Semester,1101.388950522532
141,22.105353006124133,46410.634394153196,Second Semester,1367.8913445942744
142,19.213407531792598,46709.611695783315,First Semester,1196.6061690062752
143,15.283567522563537,50692.364778530165,Second Semester,1247.899644942614
144,15.455997038654747,50969.04233701055,First Semester,1252.089599231209
145,15.19539147927622,52900.3438776557,Second Semester,1301.461899080503
146,18.407280433489092,42533.21058953744,Second Semester,1306.530079545717
147,15.6147332450123,41531.03611179681,Second Semester,1335.5085817947393
148,22.063750318927482,61970.77663746084,Second Semester,1433.1526050263185
149,26.300326821577016,44513.726388966774,Second Semester,1296.2480998485014
150,16.13890857189446,53030.456952254506,First Semester,1251.885463226095
151,22.363216542425533,49430.294661966676,Second Semester,1483.032854085149
152,22.30712672300273,40421.50607849331,Second Semester,1331.1977721312683
153,20.996607736850354,55910.61909411507,Second Semester,1549.5389753393772
154,16.974870175168977,51731.04873492955,First Semester,1377.378216798324
155,19.641642180108025,63997.83356212508,Second Semester,1462.9877631059876
156,19.15881399448926,51174.595846269876,No Class,830.6373990660272
157,21.68896859966144,46684.54241799147,Second Semester,1391.0692458572616
158,18.882683731688513,52782.94913305364,First Semester,1275.2451942965452
159,22.930920160056864,38144.08350964661,Second Semester,1360.9536855717447
160,18.87625742669896,41641.059466064034,No Class,774.493020131289
161,23.158134396737996,55102.73251139431,First Semester,1517.175479226104
162,16.852468980001802,46668.79098776051,Second Semester,1335.6977031636256
163,16.219534265725663,49340.39053647537,First Semester,1203.6765149727134
164,29.723119804827213,48847.78290578051,Second Semester,1563.1071828313554
165,18.749427235518706,43494.87381225471,Second Semester,1527.5177723134448
166,20.894682774622147,29813.11340917583,First Semester,1327.7617673195136
167,21.909709022101545,53488.349701765925,First Semester,1334.3726986381307
168,18.548658122873768,57616.39507646859,Second Semester,1437.639624702881
169,21.55058613294083,37112.83764649875,No Class,832.0817722207186
170,21.10689358215526,64824.02718458606,Second Semester,1463.4955931773734
171,19.35385847707492,53851.548236872346,First Semester,1432.5524203487726
172,20.195879100575947,63416.40294993872,Second Semester,1428.1380830230548
173,19.89779823878461,40428.295287577115,First Semester,1293.232518476903
174,26.385355697048546,51667.81288354251,Second Semester,1558.960897400395
175,17.775991711181515,48999.86041061192,First Semester,1319.5571330937598
176,16.712011198776008,57685.074318817766,First Semester,1228.7771344029761
177,20.113365197513236,44241.404320873065,No Class,824.6079775297624
178,20.93144224832941,49899.02328047539,Second Semester,1311.9020608249452
179,21.30957043673055,32213.408512560552,First Semester,1281.8762350507832
180,18.624904001866682,42223.785571295,No Class,769.8660479124754
181,16.810021598086426,51250.3388366511,First Semester,1277.6824852895572
182,23.78955552826847,42936.78507611777,First Semester,1396.6329457017034
183,18.951048836139336,49564.3051418852,No Class,816.3529907936061
184,17.403461412039878,45320.7402607478,Second Semester,1280.4059999107255
185,19.29116129317671,56069.301361614904,No Class,859.0813456033759
186,19.408472316954345,61684.88308749563,No Class,890.6785849461086
187,23.32976086914092,41774.98587192477,Second Semester,1298.5942141736516
188,20.25421187659159,46929.634414052714,Second Semester,1199.1786830812734
189,22.262161355553566,64397.612583697424,No Class,989.852903585094
190,18.502123948483217,28010.76745816293,No Class,695.117555745311
191,20.643335928744804,46801.62208259265,First Semester,1542.5092515261156
192,19.025942265527497,70647.04284143343,First Semester,1463.8011934790234
193,20.283750584520714,71935.90069064255,No Class,968.1920209888342
194,17.313909926067375,51565.953233501496,Second Semester,1237.5442506100708
195,16.067595400016085,41363.910493863616,Second Semester,1160.8516296207645
196,25.9916401542439,51654.57419490438,Second Semester,1616.5339287061947
197,21.802126471017253,43472.256040529806,No Class,871.4250743331667
198,16.246185915125167,64528.17282291484,Second Semester,1288.9943601453936
199,18.166502249958736,41935.17344296954,First Semester,1273.8824311012781
200,16.44355974620807,53729.11595208748,No Class,761.9523721466794
201,26.59643104665116,56198.50074568692,Second Semester,1552.412872518124
202,23.93723892930053,42424.89839304151,Second Semester,1380.1025540505475
203,19.20456482991094,58515.24681506184,Second Semester,1428.9321603246628
204,21.629582177696268,42520.70029083694,Second Semester,1375.6404226200875
205,18.756980156243422,56302.3982965398,No Class,844.2213961700018
206,18.571259316153267,60966.616331035526,Second Semester,1492.1521278368095
207,17.63419148644927,40115.57077616794,First Semester,1117.0639127068434
208,18.216148197621468,61079.95040979597,Second Semester,1338.3534573726845
209,24.95272240201007,45104.67128787588,Second Semester,1453.2061336177028
210,19.83791562474368,52943.53388436968,First Semester,1252.3689047727914
211,20.357735709282753,52018.3747228877,Second Semester,1470.609817518748
212,20.731062288797276,45728.03613661798,Second Semester,1339.832074439594
213,23.697427635456012,52681.02869997785,First Semester,1335.7721735204227
214,18.45180850716566,37695.690745761625,No Class,742.0327089437778
215,17.022478548823887,48638.63127815036,First Semester,1194.6534501160463
216,25.02709079720957,58257.90831665171,No Class,1042.1022654995456
217,18.676510349284143,28258.75350770686,Second Semester,1091.0557219524492
218,17.830802090180377,35120.738126417455,First Semester,1314.4366045989404
219,16.29118064335012,38380.62442403028,First Semester,1434.9289871068656
220,16.14585283304661,34109.103058545705,No Class,654.9211002841269
221,18.27807956210604,54195.83039296359,First Semester,1251.949956914358
222,21.853957451499586,40070.71650243989,Second Semester,1346.7493052470072
223,23.329544416789155,28354.52914671027,First Semester,1369.6324816662918
224,22.122765061506765,43624.312349195505,Second Semester,1652.7004554918612
225,18.909028108714242,46093.64748525194,First Semester,1064.8387343201132
226,20.179249812153802,58567.854737781105,First Semester,1346.8211944838881
227,17.88621060895979,38962.47864001171,No Class,731.3987114688522
228,17.84834551527797,61612.89255738696,Second Semester,1223.2353525224994
229,22.65395149693076,53983.62715628605,No Class,949.536680689353
230,16.953222264189368,53623.521576355444,First Semester,1253.951795183767
231,25.86588189647739,41474.74329685498,Second Semester,1455.7602516199959
232,19.729041218102445,69536.67879898039,First Semester,1366.5737499354823
233,20.643616479887648,48357.29167902845,Second Semester,1544.5105245441264
234,17.78441688578128,31751.024158216667,Second Semester,1217.9941610710193
235,18.27683393071019,47961.43528607504,Second Semester,1527.470731770477
236,16.048951603084276,30655.559292679493,Second Semester,1217.108007177761
237,19.45122383488182,46894.89884213326,First Semester,1191.4799942315171
238,21.25694721477339,45777.72996810381,Second Semester,1291.2479447769024
239,20.97291303248414,56818.2969040341,Second Semester,1440.58271741099
240,17.655390538835746,60094.96185737491,Second Semester,1272.3466313434428
241,17.634134087437996,42738.95035098845,No Class,742.7187743780821
242,18.493403844971418,58061.088683750255,First Semester,1380.5365276756547
243,24.488182009539052,64243.23109668763,Second Semester,1629.1188799654315
244,16.588089138002765,42158.55995157354,First Semester,1250.5477015630577
245,19.462845216859403,43475.956335006675,Second Semester,1287.8038547637304
246,25.707085465036783,56507.78363153682,No Class,1053.7514821087875
247,19.697075344013573,51830.479699439355,Second Semester,1285.7107654313463
248,15.92047788853582,55487.74960444283,Second Semester,1126.1210157618723
249,18.005691694177813,64046.842945475626,First Semester,1394.4944554125439
250,21.456379936714633,53870.83119576395,First Semester,1505.2791214895483
251,18.87319138499068,60517.01270175373,Second Semester,1360.813864083971
252,18.31437090935065,56229.05462337194,First Semester,1405.9381656698272
253,18.968248297614622,54336.20389808855,Second Semester,1563.4814367712816
254,20.271489941417663,53860.84438184412,First Semester,1570.8310483475211
255,24.795526313437477,62913.2330445808,Second Semester,1508.9414069484149
256,19.734304663583348,39977.40126289346,Second Semester,1346.5873303614742
257,23.24239848845455,38948.17270842505,Second Semester,1321.7917544211482
258,21.8922623469517,55919.46003397209,Second Semester,1505.3465129685724
259,19.659080313481578,48803.103358668865,No Class,833.7879261977916
260,15.401293991328206,50740.052116849605,No Class,715.7390803240942
261,18.43664804734244,57412.77377171399,No Class,840.1633102788433
262,18.530388640584576,57532.95047849076,No Class,843.576411609991
263,20.14146329828458,47373.29496638222,No Class,841.1103737804485
264,23.90059603300046,46874.56131002898,Second Semester,1445.5543735324839
265,26.87923692149328,50735.986090078695,No Class,1060.057038095192
266,24.642743176951306,60630.17789294744,First Semester,1570.191942579941
267,19.600547107013167,54260.204866790045,Second Semester,1273.4159761034252
268,14.730417813327087,64330.07510823195,First Semester,1384.1007015242367
269,18.83366040778477,49923.63129580028,Second Semester,1306.2099720648575
270,20.267621669219885,61256.676052207535,First Semester,1369.720034542128
271,22.535039012202308,58830.023110172464,No Class,970.2012859169315
272,22.887583905452814,56120.8346090007,No Class,967.2316902085879
273,22.052928288249394,54147.007067784645,Second Semester,1424.6607467248864
274,15.814176950601597,47201.17602857482,Second Semester,1218.0710266605095
275,22.548929136900064,48909.624908307684,No Class,921.0159986485403
276,18.660328350718334,52293.95495708467,Second Semester,1484.966026476358
277,20.524408100483768,50488.88890679286,First Semester,1257.1042887151025
278,20.223653531521204,59432.244683862205,No Class,903.8708293649472
279,21.284500294911517,48906.82876813569,First Semester,1628.9682730371221
280,20.07402494847842,49296.230784121726,Second Semester,1271.37066372866
281,14.997574707243011,45156.80912434335,First Semester,1193.1756243350135
282,22.209487894320326,48616.63671456672,No Class,909.3678204024434
283,21.158079705049026,49312.34357696155,First Semester,1175.4899725613532
284,19.20304512416533,26862.64226100585,First Semester,1144.958511997017
285,20.354433533140043,36351.68302785682,First Semester,1365.5687575463587
286,20.40211593610539,49275.130900480406,No Class,858.4391325855638
287,20.663058405683007,47347.16225135501,No Class,856.6275634272653
288,24.922538497932457,37991.30671792564,Second Semester,1488.1559943855038
289,19.342848863199574,30084.618239569812,First Semester,1271.7657792690911
290,20.50419615165397,46456.30780086573,First Semester,1300.7308932006792
291,23.50515161920728,56534.957656942766,First Semester,1303.4720902551494
292,23.16254307013076,67732.38631927565,Second Semester,1426.2557609943592
293,23.435789331141073,49615.43206290661,First Semester,1428.167963716361
294,18.26759599682133,64931.84840627717,Second Semester,1434.8508394350956
295,26.00744819087849,50830.22157635968,No Class,1034.374553608153
296,20.20010261279055,51155.3210425956,No Class,861.7796835966944
297,25.600555534120588,53248.253133487466,No Class,1034.257931691055
298,15.947291941907865,41294.22754739081,Second Semester,1268.6344441331598
299,20.062950759062712,49482.817871051164,No Class,849.3026121271372
300,23.749743712907648,59084.476987922506,First Semester,1477.625891411451
301,17.85427343833161,42502.74213147811,No Class,748.1419138073388
302,17.741933095346774,46783.939301120394,Second Semester,1251.0224359247663
303,17.18438388917932,38522.292495407455,No Class,708.1429791524168
304,16.84246016198379,53543.52196449354,Second Semester,1256.7062624296072
305,18.688521400458804,54247.997823890226,Second Semester,1337.680184428788
306,20.993537518876945,56483.47351224082,First Semester,1565.9379816861278
307,13.95736850623784,37801.899684830976,First Semester,1035.059300802251
308,20.635941300116876,51072.35034754764,Second Semester,1353.9637187860092
309,23.710025139249712,40559.42308350155,First Semester,1421.9704988392987
310,26.112722054721306,49996.153512839766,No Class,1033.362429205838
311,23.90352797660176,63426.2392000608,Second Semester,1400.410445979851
312,22.270324291387883,44964.74713065724,First Semester,1300.8305408746278
313,14.819808802657011,57166.83320938825,No Class,730.4284301266516
314,18.195479875979654,42503.31415916305,First Semester,1278.4071619361155
315,18.94386063025215,45214.71789549695,First Semester,1337.0963211589587
316,22.110571708270683,54387.21750586617,No Class,935.2532387774513
317,19.682985997988677,43208.87729542132,Second Semester,1420.5429873547982
318,16.224054115819484,32970.35164854565,Second Semester,1105.002786073462
319,25.053307124282345,62651.6843521333,No Class,1064.8576354891368
320,22.73417387538789,53603.57237879847,Second Semester,1595.4331402790644
321,20.71229081747308,44163.6055943991,Second Semester,1255.7311307642344
322,23.654325830977434,30059.212126693994,First Semester,1200.2975276125667
323,15.983677138295082,69022.09771399305,Second Semester,1130.0194581636183
324,21.9824608933694,83903.70821271543,No Class,1078.9923678646592
325,18.431262871059733,52074.804073554566,Second Semester,1423.7169339936231
326,22.051236565552138,58498.06647511189,No Class,954.0274293421236
327,19.817534136019777,62245.6031207416,First Semester,1436.2412508148468
328,21.898882139094354,42981.95566461391,Second Semester,1358.8340535010475
329,24.006552845178177,46488.037704434595,Second Semester,1423.2754351763288
330,20.021870270950696,32728.78963354804,First Semester,1422.9256018369379
331,23.052675910856276,42634.21767728128,Second Semester,1524.8659161180194
332,16.434697894556063,56224.097828861144,First Semester,1173.7874548610625
333,17.835186678691954,47092.8401075913,Second Semester,1131.4181026170925
334,24.557653134164536,47857.884658169234,No Class,976.0190173157823
335,21.132163919071786,48874.40448497484,Second Semester,1486.866528090014
336,13.843331538698811,31363.330175043953,No Class,572.1165970361841
337,15.907887643752874,58376.299342316706,Second Semester,1325.179306625904
338,19.397656953232637,35565.07111064579,Second Semester,1208.6569656412366
339,22.597338213003464,47914.298375843515,Second Semester,1457.1368348264311
340,19.694350232854333,45614.3653794117,No Class,818.9023338826885
341,21.872562416061957,47814.06183143802,Second Semester,1192.9240712479127
342,22.877016133363476,64599.65944735786,No Class,1009.3087812376936
343,25.013164486588817,44179.400820846306,First Semester,1404.7777914085514
344,20.168050199824886,42169.024042881036,First Semester,1359.3873467617614
345,19.844054281457304,34803.46005056155,Second Semester,1262.0477647941307
346,14.740287922573192,41943.01918388751,No Class,651.9237335966333
347,20.29798278226348,38338.15292632261,No Class,800.6302480995175
348,18.28444982631331,54079.46196248296,No Class,818.9308046018141
349,17.077971251587726,41369.95753992123,Second Semester,1091.0001608357045
350,19.46028130685738,53040.42035028136,Second Semester,1450.5371540248252
351,23.044829518230973,48535.725121520794,Second Semester,1550.3294450747348
352,14.021754533934253,35664.37820089196,First Semester,1004.9705431767873
353,18.718162138383715,42093.92214277302,Second Semester,1253.4678119530747
354,20.349911850748118,58851.12455057677,Second Semester,1477.8143722213522
355,17.32037728983514,59030.76085954568,First Semester,1401.137607264649
356,21.001708827497676,70055.73274300627,Second Semester,1427.4551670764752
357,21.234289761847194,49964.19691600219,First Semester,1298.9956934786169
358,19.900891522172024,35041.7318601786,Second Semester,1306.7429456505924
359,12.602305418719919,42315.82972984841,No Class,589.6483112108397
360,27.714374437599915,54084.885048401484,No Class,1101.855658370005
361,19.384102227595402,69001.36334894723,Second Semester,1234.9280617696309
362,21.953579844763013,51100.09123439723,No Class,914.1078515148765
363,20.821299473109644,61403.86825128469,First Semester,1336.6505665148766
364,23.07401970445505,57680.813046922616,Second Semester,1557.9833690740088
365,22.452978339122264,38319.083778826665,No Class,865.1847690678013
366,19.370620486314476,48288.873477351415,Second Semester,1152.183141424761
367,21.13450331662552,63052.61536347683,First Semester,1329.2204636378856
368,17.16377350662832,58760.96109595914,First Semester,1284.6395043172085
369,22.570769032697957,54637.96141567798,Second Semester,1420.1055279456075
370,18.61688498334694,54771.14245376879,Second Semester,1156.9577860005238
371,27.250320061364633,45085.94699790598,Second Semester,1593.8772210195607
372,15.046853312935438,36806.14686655798,No Class,635.4363337208531
373,18.608038271101954,62954.25790831307,Second Semester,1270.8668039662475
374,22.47613958827773,35797.80508333071,First Semester,1337.4673193246635
375,21.53039764063599,40611.0408029417,Second Semester,1329.3099125336928
376,18.231556884455,56289.649925198406,First Semester,1398.0578302427607
377,17.009657773377434,37378.05450610399,First Semester,1190.581859760482
378,20.43342711413209,44481.295867272085,No Class,835.4092927603232
379,19.95707776049926,38172.00493217522,First Semester,1276.137558921028
380,14.62915628820782,56206.635577289504,First Semester,1385.3819509329037
381,20.103653201401553,54463.13016638096,First Semester,1412.614735075983
382,20.57069094707737,54218.84693273688,Second Semester,1450.5690093370158
383,20.524179190945524,54424.647721456364,No Class,887.8486143356477
384,16.834948872191955,55572.45746378939,First Semester,1330.4006161677753
385,21.428399834907886,56393.56491970517,Second Semester,1481.9832823102865
386,24.13571041087772,30313.384433257783,Second Semester,1509.2118811964199
387,21.36870920953944,48511.83638640132,Second Semester,1377.9100421215305
388,16.59323458887697,51124.638125519006,Second Semester,1277.7046229361474
389,18.693063590924286,57246.7620264776,First Semester,1543.9891311415436
390,21.03831085866082,38125.13923994715,First Semester,1268.7711906166126
391,18.058863106045195,45003.99810184087,First Semester,1395.8867816441839
392,13.52706099495417,39263.570092488415,No Class,602.1296803110671
393,22.652752460084628,60572.4021270968,No Class,982.4445844380228
394,17.511567165126447,62790.72583209334,No Class,839.3006441142602
395,18.27931918769515,57876.76725359233,First Semester,1277.0555922915842
396,24.511701827013603,37775.96617423009,Second Semester,1595.2448532135816
397,17.677565211183783,54519.52116736654,First Semester,1236.2998241962807
398,22.537194620567888,61504.49186380916,First Semester,1402.2010702645568
399,16.217951363543673,51679.40980736459,Second Semester,1348.5758523880859
400,18.936372790778066,44338.9066710403,First Semester,1386.2788703398346
401,19.779331942590566,39138.8175938865,No Class,789.0740462471496
402,16.494045726726934,43346.97204439844,Second Semester,1266.7273157698082
403,18.09575520527327,57148.48355949339,No Class,828.615073955665
404,19.913475341215058,45683.38899618072,No Class,825.8212052173553
405,22.012087906201792,52276.14939940088,No Class,921.7433841830582
406,15.048360369724673,62949.457956703045,First Semester,1293.5169538092837
407,18.950737282366195,55783.34940469455,No Class,847.4388654944585
408,22.26921931563645,63646.727814735394,First Semester,1510.4961988769605
409,18.383572520067222,32984.20197339593,First Semester,1421.904256073647
410,20.681875765018827,47193.237202862074,First Semester,1213.1690094430664
411,21.476685710193294,50650.68019492193,No Class,897.5539722804085
412,20.80350504599505,55785.89291608515,No Class,903.0346159602773
413,21.959773038414145,38307.9337847103,First Semester,1251.699228370649
414,19.631874017067858,58061.84855447288,First Semester,1251.3514509937909
415,18.75897045922364,53073.900761623336,First Semester,1424.2141666224602
416,12.070553143913065,52638.06013604717,Second Semester,1100.742701464241
417,19.721176944561584,55084.84791605046,First Semester,1354.0587023274202
418,21.29085408907996,48836.41560123006,Second Semester,1561.2383825124625
419,21.60619652260445,59255.460984991136,First Semester,1386.5605553246355
420,18.334164946060245,56482.2977373149,Second Semester,1534.7158971927101
421,25.338508729325447,48497.906258323004,First Semester,1361.700711807015
422,20.859273258886475,60403.77019340699,First Semester,1559.5806100384784
423,20.378947575376657,52925.58684946182,First Semester,1408.3084617660916
424,23.816800338405557,56687.51399439465,First Semester,1459.0815281249775
425,17.84460133604222,44058.22358375778,No Class,755.6291580000556
426,18.648984128225862,65804.3183698592,First Semester,1371.2074253573646
427,27.192357440149287,49960.11055650016,Second Semester,1699.468742764871
428,20.033387561662664,58478.42768893475,Second Semester,1563.7743525322423
429,24.900705264224918,48998.83474107309,Second Semester,1324.1685495269785
430,15.68448006525643,47203.700930194005,Second Semester,1548.662367444368
431,19.428449593871296,57844.38245280006,First Semester,1629.8696655179165
432,21.135271710910494,34153.833554088254,No Class,804.8273190977561
433,20.900115635617393,54783.6614779403,First Semester,1348.3895929926614
434,16.98309122146749,53935.663729948144,First Semester,1272.7328647730722
435,20.057777823876112,23046.706308754838,First Semester,1150.6121307063904
436,16.767738040664053,53683.773285332565,No Class,771.4510076465845
437,22.138109975732846,28315.822526529944,Second Semester,1296.4223030456164
438,23.254325269581937,56598.0437689272,First Semester,1554.6059207566775
439,13.325036910537762,45460.8626661881,Second Semester,1137.3917021401296
440,23.70708038690043,43050.63174765106,No Class,926.4655703452681
